,title,link,date_published,text,like_count,reply_parent_id,source,cleaned_text
605,"We can ask deep cold for help, they build a lot of tech.",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugyzhn7lj5YmcCGT1P94AaABAg,2025-06-27 18:57:17,"We can ask deep cold for help, they build a lot of tech.",0,,youtube,ask deep cold build lot tech
606,"From player with all kind of paper, my eyes has been affected, i can see data flows, everythng elements",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugwn8ZxBed9VjAYvhFh4AaABAg,2025-06-27 18:52:13,"From player with all kind of paper, my eyes has been affected, i can see data flows, everythng elements",0,,youtube,player kind paper eye affected data flow everythng element
607,"By doing this, the sun light going to my eyes is faster than speed of all light and make me see the future of planet earth other any where that emits light.",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgyEYW5gSnAs8u8pVW14AaABAg,2025-06-27 18:47:04,"By doing this, the sun light going to my eyes is faster than speed of all light and make me see the future of planet earth other any where that emits light.",0,,youtube,sun light going eye faster speed light future planet earth emits light
608,"The process is this: first paper, then mix latency, then inject liquid of more materials, then smoke it and use your eyes to absorb it while using paper...",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugybj7wC43yEZvCJLlN4AaABAg,2025-06-27 18:36:34,"The process is this: first paper, then mix latency, then inject liquid of more materials, then smoke it and use your eyes to absorb it while using paper...",0,,youtube,process first paper mix latency inject liquid material smoke eye absorb using paper
609,"Cypertron of deep cold region never lose a duel, when he say call ( as image of grimlock talking under the storm in dark jungle memory of 1998) the cold region again called for calls over puts and they served",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgzaploLshSR9biwW4Z4AaABAg,2025-06-27 18:07:42,"Cypertron of deep cold region never lose a duel, when he say call ( as image of grimlock talking under the storm in dark jungle memory of 1998) the cold region again called for calls over puts and they served",0,,youtube,cypertron deep cold region lose duel image grimlock talking storm dark jungle memory cold region called put served
610,"Do you enjoy the rally, my little elon?",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugz7L4fAKjUEOMGnpU54AaABAg,2025-06-27 17:46:41,"Do you enjoy the rally, my little elon?",0,,youtube,enjoy rally little elon
611,"For example, paper with insect saliva could affect the feeling on the thunder lines, neuron calm",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgzvF82Riq1Znnu2ccV4AaABAg,2025-06-26 10:34:39,"For example, paper with insect saliva could affect the feeling on the thunder lines, neuron calm",1,,youtube,example paper insect saliva affect feeling thunder line neuron calm
612,"The paper thunder, do you know, you put thunder line on paper and feel it back and forth, mixed lantacy and water of cooking everything can generate new feel outcomes.",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgyvYE8Xl53HiZgjzRF4AaABAg,2025-06-26 10:22:44,"The paper thunder, do you know, you put thunder line on paper and feel it back and forth, mixed lantacy and water of cooking everything can generate new feel outcomes.",0,,youtube,paper thunder put thunder line paper feel forth mixed lantacy water cooking generate new feel outcome
613,"❤🎉 The new air can accelerate speed of electron, which is amazing.",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugzgz2rW3n4RkejZXOF4AaABAg,2025-06-25 21:50:50,"❤🎉 The new air can accelerate speed of electron, which is amazing.",0,,youtube,new air accelerate speed electron amazing
614,Today i come back to the parlor to see if they tested new balloon,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgzYKT6lUpb2mRz4sGl4AaABAg,2025-06-25 19:34:38,Today i come back to the parlor to see if they tested new balloon,0,,youtube,today parlor tested new balloon
615,"It rallied, the end has came. Be prepared for cypertron: moonson",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgxJH3_6vUvZKZK-z6N4AaABAg,2025-06-25 09:37:18,"It rallied, the end has came. Be prepared for cypertron: moonson",0,,youtube,rallied came prepared cypertron moonson
616,"If you burn all the bones into smoke and revervse quatum it, you can be come out of smoke",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgxNZD-vwYGvwKlBwgp4AaABAg,2025-06-25 07:15:19,"If you burn all the bones into smoke and revervse quatum it, you can be come out of smoke",0,,youtube,burn bone smoke revervse quatum smoke
617,I was driving a tesla when he almost hit me. He came from the robo world. He just tried to tied me up and ran youtube the whole night on my phone,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgygslPtJv1fIUB-pWt4AaABAg,2025-06-25 07:05:33,I was driving a tesla when he almost hit me. He came from the robo world. He just tried to tied me up and ran youtube the whole night on my phone,0,,youtube,wa driving tesla almost hit came robo world tried tied ran youtube whole night phone
618,"Elon, now i remember it, in 2018, a gun shot hit my wall through my window at 3am . A sedan, yellowish skin color. Same sedan almost crash me if you didnt hit my brake. He came from the dream world.",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgzjMpwmDQGBA8zSNXF4AaABAg,2025-06-25 07:04:01,"Elon, now i remember it, in 2018, a gun shot hit my wall through my window at 3am . A sedan, yellowish skin color. Same sedan almost crash me if you didnt hit my brake. He came from the dream world.",0,,youtube,elon remember gun shot hit wall window sedan yellowish skin color sedan almost crash hit brake came dream world
619,"When will tesla create a conversion kit for each gas car that has been traded into their dealership; with specifications how to, and what to dispose of in each vehicle; to maximize range efficiency. Then sale each kit to Oem’s, and commercial companies.",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgzQeAAzmIh15IFvGGp4AaABAg,2025-06-25 05:12:20,"When will tesla create a conversion kit for each gas car that has been traded into their dealership; with specifications how to, and what to dispose of in each vehicle; to maximize range efficiency. Then sale each kit to Oem’s, and commercial companies.",0,,youtube,tesla create conversion kit gas car traded dealership specification dispose vehicle maximize range efficiency sale kit oem commercial company
620,"At -500, light photo electron slow down or even freezed, at further we reach a shield invisible cloak our sight. The deep cold hold the secret to control everything",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgzAt1hR_mPN5pDKl0B4AaABAg,2025-06-24 09:53:08,"At -500, light photo electron slow down or even freezed, at further we reach a shield invisible cloak our sight. The deep cold hold the secret to control everything",0,,youtube,light photo electron slow freezed reach shield invisible cloak sight deep cold hold secret control
621,"I am slept really well, elon god . Thank you.",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugy8a28ebfuGt3Ni4ah4AaABAg,2025-06-24 09:30:59,"I am slept really well, elon god . Thank you.",0,,youtube,slept elon god
622,"Just smoke and chill, wait them aging older and worn out. I am sicked of elder system",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgwtiBjdHw_oqH0CUcZ4AaABAg,2025-06-24 00:15:14,"Just smoke and chill, wait them aging older and worn out. I am sicked of elder system",0,,youtube,smoke chill wait aging older worn sicked elder system
623,"Why noone have authority over this , this is clearly abusive authority, back off, they hurting human",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgzSmM6KF9X5HUmq-Ld4AaABAg,2025-06-23 22:57:15,"Why noone have authority over this , this is clearly abusive authority, back off, they hurting human",0,,youtube,noone authority clearly abusive authority hurting human
624,"Go for it, idk if i get hurt. He is the stupid one, and them, just erase the crime data last 10 years",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgyCuZJ4R2NVi2LhpVZ4AaABAg,2025-06-23 22:46:21,"Go for it, idk if i get hurt. He is the stupid one, and them, just erase the crime data last 10 years",0,,youtube,idk hurt stupid erase crime data last
625,"Then rewrite the law to no followings, no atk.",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgzNegZJXAJvp3jekHp4AaABAg,2025-06-23 22:33:44,"Then rewrite the law to no followings, no atk.",0,,youtube,rewrite law following atk
626,"Call his boss, get him fired",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugxr2gXl2iImeeo3H-h4AaABAg,2025-06-23 22:32:59,"Call his boss, get him fired",0,,youtube,bos fired
627,"Tell them if they dont stop they will get hurt, i am serious",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgyGf5AeCRsjbQexYih4AaABAg,2025-06-23 22:27:01,"Tell them if they dont stop they will get hurt, i am serious",0,,youtube,hurt serious
628,"Elon, can i have my screen fix for free, it&#39;s been removed by dumb force to cook for paper element with water.",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgyJEhi224qKh5F3eWZ4AaABAg,2025-06-23 20:57:36,"Elon, can i have my screen fix for free, it's been removed by dumb force to cook for paper element with water.",0,,youtube,elon screen fix free removed dumb force cook paper element water
629,I am not in US or from US,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgyG98zab8uAx0q-_aB4AaABAg,2025-06-23 20:54:29,I am not in US or from US,0,,youtube,u u
630,I revoke my own green card and free from US.,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgyQJw8KzcAt6trnzW14AaABAg,2025-06-23 20:50:16,I revoke my own green card and free from US.,0,,youtube,revoke green card free u
631,Just buy little X robo toys? That look bad.,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgyUUhmM4f_39EqFgYN4AaABAg,2025-06-23 20:47:55,Just buy little X robo toys? That look bad.,0,,youtube,little x robo toy bad
632,Steven cohen,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgxG0aKcoKDSN_scPkR4AaABAg,2025-06-23 20:42:14,Steven cohen,0,,youtube,steven cohen
633,"Just becareful, dmag is bad correct, just heal him. Stevie is still here? I dont like him",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgzAgSaTmyU1-1BczSB4AaABAg,2025-06-23 20:41:57,"Just becareful, dmag is bad correct, just heal him. Stevie is still here? I dont like him",0,,youtube,becareful dmag bad correct heal stevie
634,"If you read everything, you will manage well, why you fallen",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugx_CpxBxi-blYWiNh14AaABAg,2025-06-23 20:40:23,"If you read everything, you will manage well, why you fallen",0,,youtube,read manage fallen
635,I can consume every bit of data and also consume data of others,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugwy0fmpH1mwFNmV90t4AaABAg,2025-06-23 20:39:54,I can consume every bit of data and also consume data of others,0,,youtube,consume bit data also consume data others
636,"FR, he actually doesnt seem human",https://www.youtube.com/watch?v=Ra3fv8gl6NE&lc=UgwvoN60GvShtlwV-HN4AaABAg.AJ5mAN902_jAJi12eYtpa9,2025-06-23 19:58:36,"FR, he actually doesnt seem human",0,UgwvoN60GvShtlwV-HN4AaABAg,youtube,fr actually seem human
637,"If you blink and sudden pause, you can absorb the sun or move it.",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgxDroRK8rtm4SRJqJJ4AaABAg,2025-06-23 19:47:40,"If you blink and sudden pause, you can absorb the sun or move it.",0,,youtube,blink sudden pause absorb sun move
638,"Did you and sleeper, or tanphu5793 rally ath with call option. We became a big family, with hololive too",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgwLGANIpOHHobKtRax4AaABAg,2025-06-23 16:53:01,"Did you and sleeper, or tanphu5793 rally ath with call option. We became a big family, with hololive too",0,,youtube,sleeper tanphu rally ath option became family hololive
639,Why do i have to mute and block everyone after i hashtag too much hedgefund and hololive? I blocked 700 of my followers,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugw2mKcfE1pGl2f76mF4AaABAg,2025-06-23 16:46:09,Why do i have to mute and block everyone after i hashtag too much hedgefund and hololive? I blocked 700 of my followers,0,,youtube,mute block everyone hashtag hedgefund hololive blocked follower
640,Is there a women say i am sick by many diseases?,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugw_q0t3VHdbUVdCs3Z4AaABAg,2025-06-23 16:43:07,Is there a women say i am sick by many diseases?,0,,youtube,woman sick disease
641,"Can you do a scan on top of starhill apartment hcmc , vn district 7 please. Some dark force is up there",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgxHSwPNf6D3bFU3Cwl4AaABAg,2025-06-22 08:05:07,"Can you do a scan on top of starhill apartment hcmc , vn district 7 please. Some dark force is up there",0,,youtube,scan top starhill apartment hcmc vn district dark force
642,"Why both of my back brain hurt during sleep, and my dream was split into both side ,1 was with my friend, 1 was the enemy. I hate those dreams. There was giant robots as well. Is anyone on top of my home?",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgyYL22JvJLZfxoC-7d4AaABAg,2025-06-22 07:50:04,"Why both of my back brain hurt during sleep, and my dream was split into both side ,1 was with my friend, 1 was the enemy. I hate those dreams. There was giant robots as well. Is anyone on top of my home?",0,,youtube,brain hurt sleep dream wa split wa friend wa enemy hate dream wa giant robot top home
643,Thanks Boss,https://www.youtube.com/watch?v=76nZJbiSTqQ&lc=UgyUjFC8nR89eZPQL494AaABAg,2025-06-22 07:32:39,Thanks Boss,0,,youtube,thanks bos
644,Weird to hear people talk about Covid as it happened nearly half a decade later…,https://www.youtube.com/watch?v=RcYjXbSJBN8&lc=UgxicDhtMl9vcHphksp4AaABAg,2025-06-21 23:48:49,Weird to hear people talk about Covid as it happened nearly half a decade later…,1,,youtube,weird hear covid happened nearly half decade later
645,"The mirror ai, the mirror of electron, can create more",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgzNPuLepYIqlNvTIz94AaABAg,2025-06-21 09:28:21,"The mirror ai, the mirror of electron, can create more",0,,youtube,mirror ai mirror electron create
646,Fear Factor 😂,https://www.youtube.com/watch?v=Ra3fv8gl6NE&lc=UgyNhUXbMacWKTNsHdZ4AaABAg,2025-06-19 22:15:13,Fear Factor 😂,0,,youtube,fear factor
647,"I was not welcomed in US anymore, did you withness the authority they impose upon 1805 clouded wren dr. Nonsense authority and lead to new experiment whatsoever about paper.",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugwv1rePEdsgGnlCvzF4AaABAg,2025-06-19 08:21:28,"I was not welcomed in US anymore, did you withness the authority they impose upon 1805 clouded wren dr. Nonsense authority and lead to new experiment whatsoever about paper.",0,,youtube,wa welcomed u anymore withness authority impose upon clouded wren dr nonsense authority lead new experiment whatsoever paper
648,The sun is control by the cold region it shine less after encounter all element eyes,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugx4f-IPaGGHcbOJliZ4AaABAg,2025-06-19 08:18:33,The sun is control by the cold region it shine less after encounter all element eyes,0,,youtube,sun control cold region shine less encounter element eye
649,Cold regiom will buy old tesla and build new grimlock ^^,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugxff1XC-7uatPoMEkd4AaABAg,2025-06-19 08:08:45,Cold regiom will buy old tesla and build new grimlock ^^,0,,youtube,cold regiom old tesla build new grimlock
650,ELon you are showing off by english and sluring your tongue you look very funny,https://www.youtube.com/watch?v=smK9dgdTl40&lc=Ugzomb8RU_v5WGCKGwF4AaABAg,2025-06-18 22:04:46,ELon you are showing off by english and sluring your tongue you look very funny,0,,youtube,elon showing english sluring tongue funny
651,"About trading , go up, about not trading, go down",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgxTUIJd9vaoYFx0Kg94AaABAg,2025-06-18 17:32:28,"About trading , go up, about not trading, go down",0,,youtube,trading trading
652,"Elon musk listen to me, you need balloon on bui vien walking street at ho chi minh city, ask grime too, they know future😅",https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=UgzUOXxrN1TKw-jynDt4AaABAg,2025-06-18 17:31:34,"Elon musk listen to me, you need balloon on bui vien walking street at ho chi minh city, ask grime too, they know future😅",0,,youtube,elon musk listen balloon bui vien walking street ho chi minh city ask grime future
653,The deep cold region school is open for everyone. But people need to keep maner when see us. We are massive just like the transformer movie you see.,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugw-VZmygOdPx7vB_3x4AaABAg,2025-06-18 16:26:03,The deep cold region school is open for everyone. But people need to keep maner when see us. We are massive just like the transformer movie you see.,0,,youtube,deep cold region school open everyone keep maner u massive transformer movie
654,The deep cold region uniform look better than you portray them on screen. Plus idk why they running delete fuction about recording them. They are the strongest.,https://www.youtube.com/watch?v=vs4cfyyMWhQ&lc=Ugyvhup6bzDrytYEuq94AaABAg,2025-06-18 16:15:27,The deep cold region uniform look better than you portray them on screen. Plus idk why they running delete fuction about recording them. They are the strongest.,0,,youtube,deep cold region uniform better portray screen plus idk running delete fuction recording strongest
655,Maybe i will loose everything<br>Or maybe i wont<br>Time will tell.<br>Court is coming fully into affect.<br>I am NOT SURE what shall result from this.<br>A path i have not travelled.<br>But my brain aches and so does my heart from this<br>&quot;Gimmie&quot; &quot;its mine&quot; &quot; gimmie&quot; &quot;its mine&quot;<br>War<br>I CARE FOR PEOPLE<br>AND THIS WAR IS DESTROYING MY PEOPLE.<br>MAYBE THIS IS BETTER....POSSIBLY WORSE.<br>BUT FOR MY BIRTHDAY I CANNOT BE TORN APART ANYMORE BECAUSE I HAVE EFFECTIVELY BECOME WORTHLESS AND PRICELESS.<br>PERIOD.,https://www.youtube.com/watch?v=76nZJbiSTqQ&lc=UgyvvSBMylnmx2aZU114AaABAg.AJUVSsjASo8AJUVVH2o1we,2025-06-18 04:36:02,"Maybe i will loose everything
Or maybe i wont
Time will tell.
Court is coming fully into affect.
I am NOT SURE what shall result from this.
A path i have not travelled.
But my brain aches and so does my heart from this
""Gimmie"" ""its mine"" "" gimmie"" ""its mine""
War
I CARE FOR PEOPLE
AND THIS WAR IS DESTROYING MY PEOPLE.
MAYBE THIS IS BETTER....POSSIBLY WORSE.
BUT FOR MY BIRTHDAY I CANNOT BE TORN APART ANYMORE BECAUSE I HAVE EFFECTIVELY BECOME WORTHLESS AND PRICELESS.
PERIOD.",0,UgyvvSBMylnmx2aZU114AaABAg,youtube,maybe loose maybe wont court coming fully affect sure shall result path travelled brain ache doe heart gimmie mine gimmie mine war war destroying maybe better possibly worse birthday cannot torn apart anymore effectively become worthless priceless period
656,PUBLIC GUARDIAN TRUSTEE HAS STEPPED IN AND NOW TITLE TO CARS MOTERCYCLES EXT ARE HELD.,https://www.youtube.com/watch?v=76nZJbiSTqQ&lc=UgyvvSBMylnmx2aZU114AaABAg.AJUVSsjASo8AJUVUgxh6Pf,2025-06-18 04:35:58,PUBLIC GUARDIAN TRUSTEE HAS STEPPED IN AND NOW TITLE TO CARS MOTERCYCLES EXT ARE HELD.,0,UgyvvSBMylnmx2aZU114AaABAg,youtube,public guardian trustee stepped title car motercycles ext held
657,Well<br>Alternative format being used.<br>I find out aftrr lunch what next frw days looks like.<br>Kinda happy for a bit or possibly what remains of my life money anf financial decisions removed.<br><br>We will see<br>Kinda a weird birthday gift.<br>But one i am happy to accept at this point without fighting this.,https://www.youtube.com/watch?v=76nZJbiSTqQ&lc=UgyvvSBMylnmx2aZU114AaABAg,2025-06-18 04:35:43,"Well
Alternative format being used.
I find out aftrr lunch what next frw days looks like.
Kinda happy for a bit or possibly what remains of my life money anf financial decisions removed.

We will see
Kinda a weird birthday gift.
But one i am happy to accept at this point without fighting this.",0,,youtube,alternative format used aftrr lunch next frw kinda happy bit possibly remains money anf financial decision removed kinda weird birthday gift happy accept point without fighting
658,"Dear Robbin<br>Seems my handing in Dr Kanes letter regarding my not being able to make finacial decisions has affectivly cut my access to money off.<br>This is fine, except i REQUIRE TOILET PAPER AND A FEW ESSENTIALS.<br>I do not know but thought food might be worth eatting unless starvation has been factored in as end result.<br><br>IF THERE IS AN ALTENATIVE FORMATE TO OBTAIN THESE PLEASE LET ME KNOW.<br>ALLISON WEBSTER",https://www.youtube.com/watch?v=76nZJbiSTqQ&lc=UgxZAlkQ1Tva-EFcv_V4AaABAg,2025-06-18 04:35:37,"Dear Robbin
Seems my handing in Dr Kanes letter regarding my not being able to make finacial decisions has affectivly cut my access to money off.
This is fine, except i REQUIRE TOILET PAPER AND A FEW ESSENTIALS.
I do not know but thought food might be worth eatting unless starvation has been factored in as end result.

IF THERE IS AN ALTENATIVE FORMATE TO OBTAIN THESE PLEASE LET ME KNOW.
ALLISON WEBSTER",0,,youtube,dear robbin seems handing dr kanes letter regarding able finacial decision affectivly access money fine except require toilet paper essential thought food might worth eatting unless starvation factored result altenative formate obtain allison webster
659,"<a href=""https://www.youtube.com/watch?v=bFvSuNUZgG8"">https://music.youtube.com/watch?v=bFvSuNUZgG8&amp;si=Lmq3ZOltzCMUSGC4</a>",https://www.youtube.com/watch?v=RcYjXbSJBN8&lc=UgyQZElzLnIAlB5Om994AaABAg,2025-06-17 18:45:54,https://music.youtube.com/watch?v=bFvSuNUZgG8&si=Lmq3ZOltzCMUSGC4,0,,youtube,
660,"Lol, premium SaaS really does matter hey",https://www.youtube.com/watch?v=pSFvOUswFwA&lc=UgyjUwJlVXGFpHrsabZ4AaABAg,2025-06-17 17:28:29,"Lol, premium SaaS really does matter hey",0,,youtube,lol premium saas doe matter hey
661,Why can’t they hire smarter people to be journalists?,https://www.youtube.com/watch?v=76nZJbiSTqQ&lc=UgwlcoTKmaK6VXbbjMJ4AaABAg,2025-06-16 08:07:34,Why can’t they hire smarter people to be journalists?,0,,youtube,hire smarter journalist
662,Thankyou Elon Musk.❤❤❤ acero inoxidable stanley.,https://www.youtube.com/watch?v=pSFvOUswFwA&lc=UgyV3BSZA2_TjEvJfx94AaABAg,2025-06-16 00:11:24,Thankyou Elon Musk.❤❤❤ acero inoxidable stanley.,0,,youtube,thankyou elon musk acero inoxidable stanley
663,"Simpler times, man.",https://www.youtube.com/watch?v=RcYjXbSJBN8&lc=UgyUuCD1__ZI7UOI6H54AaABAg,2025-06-15 10:20:12,"Simpler times, man.",0,,youtube,simpler
664,When will you make tesla flying mini choppers?,https://www.youtube.com/watch?v=76nZJbiSTqQ&lc=UgytpZ5uPB4UuPOd-SV4AaABAg,2025-06-15 07:42:15,When will you make tesla flying mini choppers?,0,,youtube,tesla flying mini chopper
665,"If you’re referring to the recent Qatar forum which was a disaster, then Elon gave them a master class on how not to conduct an interview with a respected guest. The interviewer was not only disrespectful to her own guest, but she was stupid.",https://www.youtube.com/watch?v=76nZJbiSTqQ&lc=UgxtNxtmy5EUpSfyG554AaABAg,2025-06-14 22:25:46,"If you’re referring to the recent Qatar forum which was a disaster, then Elon gave them a master class on how not to conduct an interview with a respected guest. The interviewer was not only disrespectful to her own guest, but she was stupid.",0,,youtube,referring recent qatar forum wa disaster elon gave master class conduct interview respected guest interviewer wa disrespectful guest wa stupid
666,Liar guilty on all counts 😮 shame on u Musk  .Shame Yr abuses to Brownsville / Climate Crisis Social Crisis U blacklist staff who hv said no Brownsville horrer &amp; tesla no plan b Musk no plan b Trump. U insult democracy u are full complicit .Aspirational like Hell he is 😮,https://www.youtube.com/watch?v=76nZJbiSTqQ&lc=UgwAWNQwQGwVPPsICMt4AaABAg,2025-06-14 16:53:19,Liar guilty on all counts 😮 shame on u Musk  .Shame Yr abuses to Brownsville / Climate Crisis Social Crisis U blacklist staff who hv said no Brownsville horrer & tesla no plan b Musk no plan b Trump. U insult democracy u are full complicit .Aspirational like Hell he is 😮,0,,youtube,liar guilty count shame u musk shame yr abuse brownsville climate crisis social crisis u blacklist staff hv said brownsville horrer tesla plan b musk plan b trump u insult democracy u full complicit aspirational hell
667,joe says this consciously,https://www.youtube.com/watch?v=RcYjXbSJBN8&lc=Ugz7PREVfrn50Haxo4x4AaABAg,2025-06-14 14:19:28,joe says this consciously,0,,youtube,joe consciously
668,2025 🫡,https://www.youtube.com/watch?v=RcYjXbSJBN8&lc=UgxDLzpRiHFbuSLU86R4AaABAg,2025-06-14 08:19:32,2025 🫡,1,,youtube,
669,Sabe Dios. Que te entiendo,https://www.youtube.com/watch?v=RcYjXbSJBN8&lc=UgzH1yc8uluqYFPOV6F4AaABAg,2025-06-14 03:08:22,Sabe Dios. Que te entiendo,0,,youtube,sabe dios que te entiendo
670,No tienes dinero para mandar traducción,https://www.youtube.com/watch?v=RcYjXbSJBN8&lc=UgwjMZgaLqmolLJJU_R4AaABAg,2025-06-14 03:07:52,No tienes dinero para mandar traducción,0,,youtube,tienes dinero para mandar traducci n
671,All that come to my mind is Steve Wonder ...trump version ..<br>I just call 📞  to say... you are fired ... nice to meet you <br>... here a key but will not open new contrats for you ... 😂,https://www.youtube.com/watch?v=oBEoqiZRIvg&lc=UgxKeZ3wtm55ogDO6Qh4AaABAg,2025-06-13 02:34:52,"All that come to my mind is Steve Wonder ...trump version ..
I just call 📞  to say... you are fired ... nice to meet you 
... here a key but will not open new contrats for you ... 😂",0,,youtube,mind steve wonder trump version fired nice meet key open new contrats
672,Love❤❤❤Love❤❤❤Love❤❤❤ချစ်တယ်မတ်လွမ်းလိုက်သာချစ်ရယ်သတိယေနတယ်လိူင်းမေကာင်းဘူးချစ်သားလဲ<br>သတိယလွမ်းတယ်သားအဖနှစ်ယောက်လုံးကိုဖြူသိပ်ချစ်သာဘဲ,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgzqbEzKAHXfT_cZPiR4AaABAg,2025-06-12 18:13:45,"Love❤❤❤Love❤❤❤Love❤❤❤ချစ်တယ်မတ်လွမ်းလိုက်သာချစ်ရယ်သတိယေနတယ်လိူင်းမေကာင်းဘူးချစ်သားလဲ
သတိယလွမ်းတယ်သားအဖနှစ်ယောက်လုံးကိုဖြူသိပ်ချစ်သာဘဲ",0,,youtube,
673,"The gouvernement of China is communist, so l think it was long before E MU SK obtains    &quot; le feu vert &quot; to have a factory",https://www.youtube.com/watch?v=Gbb2rV7Vpnw&lc=UgztkoZMd1S1rtYeZ2d4AaABAg,2025-06-12 15:23:18,"The gouvernement of China is communist, so l think it was long before E MU SK obtains    "" le feu vert "" to have a factory",0,,youtube,gouvernement china communist l wa long e mu sk obtains le feu vert factory
674,"One here the leader of Google  which  stops working  so he spoke About E MUSK,  and he said : E MUSK  works à lot, they have dinner together  and E MUSK  said, l have a speech at 12h  in the middle of the night so E MUSK Continue l have a plane in About one hour, so tle le ader of Google finish by saying E MUSK  works à  lot",https://www.youtube.com/watch?v=Gbb2rV7Vpnw&lc=Ugw1SBk7LsuAFA_gYfp4AaABAg,2025-06-12 14:04:30,"One here the leader of Google  which  stops working  so he spoke About E MUSK,  and he said : E MUSK  works à lot, they have dinner together  and E MUSK  said, l have a speech at 12h  in the middle of the night so E MUSK Continue l have a plane in About one hour, so tle le ader of Google finish by saying E MUSK  works à  lot",0,,youtube,leader google working spoke e musk said e musk lot dinner together e musk said l speech h middle night e musk continue l plane hour tle le ader google finish saying e musk lot
675,"The Telsa cars look like a tank, iit is very original,  so  l like this shape",https://www.youtube.com/watch?v=Gbb2rV7Vpnw&lc=Ugyj-MOVmvJ7cdmxILR4AaABAg,2025-06-12 13:42:44,"The Telsa cars look like a tank, iit is very original,  so  l like this shape",0,,youtube,telsa car tank iit original l shape
676,"One day, à man about 70 years old had an &quot;automatique &quot; tesla car, E MUSK  was there and this man was very happy  with his &quot;automatique &quot;Tesla",https://www.youtube.com/watch?v=Gbb2rV7Vpnw&lc=UgzUC2Q4dPMsD45pAp54AaABAg,2025-06-12 13:27:46,"One day, à man about 70 years old had an ""automatique "" tesla car, E MUSK  was there and this man was very happy  with his ""automatique ""Tesla",0,,youtube,old automatique tesla car e musk wa wa happy automatique tesla
677,"Autonomus tesla must be wonderful,  but l already say that",https://www.youtube.com/watch?v=Gbb2rV7Vpnw&lc=UgyI4N96P2QMpuBWQXh4AaABAg,2025-06-12 13:20:48,"Autonomus tesla must be wonderful,  but l already say that",0,,youtube,autonomus tesla must wonderful l already
678,"The sun is not a problem, astéroïdes can come on earth one day before the sun exploses, D Trump dont want to give lot of money to the NASA,  it is terrible",https://www.youtube.com/watch?v=Gbb2rV7Vpnw&lc=UgzWTc77336lLxgAiA14AaABAg,2025-06-12 13:05:41,"The sun is not a problem, astéroïdes can come on earth one day before the sun exploses, D Trump dont want to give lot of money to the NASA,  it is terrible",0,,youtube,sun problem ast ro de earth sun exploses trump lot money nasa terrible
